Topic,Count,assigned_group,best_score,confidence,Name,Representation,Representative_Docs
1873,25,1.3 Lợi ích chức năng,11.0,cao,1873_bổ dưỡng_ăn healthy_quà tặng_làm quà,"['bổ dưỡng', 'ăn healthy', 'quà tặng', 'làm quà', 'ăn đồ', 'về ăn', 'tiêu hóa', 'ăn để', 'để ăn', 'hóa ăn']","['thể dùng làm quà tặng do sản phẩm lợi sức khỏe giúp dễ tiêu hóa', 'thể dùng làm quà tặng do sản phẩm lợi sức khỏe giúp dễ tiêu hóa', 'thể dùng làm quà tặng do sản phẩm lợi sức khỏe giúp dễ tiêu hóa']"
2321,19,1.3 Lợi ích chức năng,7.0,trung bình,2321_trợ mát_đáo hỗ_trợ đổi_chu đáo,"['trợ mát', 'đáo hỗ', 'trợ đổi', 'chu đáo', 'trực', 'nội', 'đáo', 'cấp', 'trực tiếp', 'tận tâm']","['hỗ trợ chu đáo', 'hỗ trợ chu đáo', 'mua hỗ trợ chu đáo']"
2461,18,1.3 Lợi ích chức năng,5.0,thấp,2461_đẹp công_dụng_làm đẹp_đẹp da_thể công_dụng,"['đẹp công_dụng', 'làm đẹp', 'đẹp da', 'thể công_dụng', 'công_dụng làm', 'công_dụng', 'đẹp từ', 'trợ làm', 'từ bên', '']","['công_dụng làm đẹp', 'công_dụng làm đẹp', 'công_dụng làm đẹp']"
2500,17,1.3 Lợi ích chức năng,12.0,cao,2500_snack ngon_snack ăn_bánh snack_snack,"['snack ngon', 'snack ăn', 'bánh snack', 'snack', 'ăn snack', 'healthy ăn', 'hạt ngon', 'thích ăn', 'ăn may', 'ngon dã']","['snack ăn ngon', 'snack ăn ngon', 'snack ăn ngon']"
2631,16,1.3 Lợi ích chức năng,6.0,trung bình,2631_dị ứng_ứng viêm_viêm_đạm bò,"['dị ứng', 'ứng viêm', 'viêm', 'đạm bò', 'mũi', 'gây', 'bò', 'dị', 'vị lạ', 'đạm']","['phù hợp bé dị ứng đạm bò', 'dị ứng đạm bò', 'bé bị dị ứng đạm bò nhiều loại khác']"
2645,16,1.3 Lợi ích chức năng,6.0,trung bình,2645_protein_xương khớp_xương_lông,"['protein', 'xương khớp', 'xương', 'lông', 'dưỡng chất', 'láng mịn', 'chân lông', 'tổng hợp', 'tóc', 'chất xơ']","['đóng vai trò quan trọng trong việc tổng hợp collagen protein chính cấu thành da', 'k2 collagen tốt xương khớp chất xơ inulin tiêu hóa kẽm', 'đậu mè đen giữ da đẹp tóc lâu bạc chứa kẽm hỗ trợ hiệu quả trong trình hình thành collagen']"
2743,15,1.3 Lợi ích chức năng,6.0,trung bình,2743_sữa đặc_sữa bé_dị ứng_đạm bò,"['sữa đặc', 'sữa bé', 'dị ứng', 'đạm bò', 'bò', 'uống mỗi', 'viêm', 'độ ăn', 'nếu bệnh', 'bệnh']","['con trc bị dị ứng đạm sữa bò chỉ thích uống mỗi loại', 'sữa dành trẻ bị dị ứng đạm bò', 'nghe quảng cáo sữa bé dị ứng đạm bò']"
0,1485,2.1 Cảm quan hương vị,12.0,cao,0_nước nấu_nước ngon_nấu nước_nước ăn,"['nước nấu', 'nước ngon', 'nấu nước', 'nước ăn', 'nước uống', 'uống nước', 'chung nước', 'tách nước', 'hợp nước', 'nước trộn']","['uống nước hay ăn trực tiếp đều ngon', 'nói chung loại dùng nấu nước hay chưnh uống ổn hơn ăn liền', 'yến mạch mua nhiều lần ăn ngon tắm trâng da']"
3,927,2.1 Cảm quan hương vị,27.0,cao,3_mùi thơm_nhẹ_mùi nồng_ra mùi_đâu mùi,"['mùi thơm_nhẹ', 'mùi nồng', 'ra mùi', 'đâu mùi', 'mùi hắc', 'mùi dứa', 'mùi hương', 'hết mùi', 'chia mùi', 'chịu mùi']","['mùi không thơm', 'hương_vị mùi giấm thơm', 'hương_vị hương vị thơm mùi de chịu']"
4,823,2.1 Cảm quan hương vị,13.0,cao,4_ngon sữa_sữa ngon_sữa ăn_tốt sữa,"['ngon sữa', 'sữa ngon', 'sữa ăn', 'tốt sữa', 'sữa tươi', 'kèm sữa', 'làm sữa', 'ăn sữa', 'cùng sữa', 'ngâm sữa']","['ăn cùng sữa chua ngon', 'ăn sữa chua ngon', 'ăn sữa chua ngon']"
12,494,2.1 Cảm quan hương vị,16.0,cao,12_táo ngon_lại táo_nhận táo_dùng táo,"['táo ngon', 'lại táo', 'nhận táo', 'dùng táo', 'táo ngọt', 'táo dùng', 'táo nhiều', 'táo giấm', 'nói táo', 'dấm táo']","['táo ngon mua lần thứ 5', 'táo ngon mua lần', 'táo ngon mua nhiều lần shop']"
15,463,2.1 Cảm quan hương vị,5.0,thấp,15_uống nóng_uống ấm_uống mát_nhiệt uống,"['uống nóng', 'uống ấm', 'uống mát', 'nhiệt uống', 'nhiệt tốt', 'nóng uống', 'do nóng', 'hợp nóng', 'mát ngon', 'ăn nóng']","['uống nóng ngon hơn nhiều', 'uống nóng ngon hơn', 'sản phẩm dùng để uống hàng ngày giúp cơ thể thanh nhiệt']"
22,408,2.1 Cảm quan hương vị,5.0,thấp,22_trái ăn_ăn trái_trái cây_hoa quả,"['trái ăn', 'ăn trái', 'trái cây', 'hoa quả', 'những trái', 'nhiều quả', 'trái chua', 'mua quả', 'vài trái', 'quả to']","['ăn ngon quả to', 'trái to ăn ngon', 'trái to ăn ngon']"
23,406,2.1 Cảm quan hương vị,11.0,cao,23_gạo chưa_gạo khó_gạo cứng_ngoài gạo,"['gạo chưa', 'gạo khó', 'gạo cứng', 'ngoài gạo', 'chỉ gạo', 'gạo khô', 'thử gạo', 'khô gạo', 'ngâm gạo', 'bằng gạo']","['gạo nấu không ăn ngon', 'gạo chưa ăn không biết ngon', 'gạo ăn ngon không chưa biết nấu']"
26,390,2.1 Cảm quan hương vị,19.0,cao,26_không_ngon ăn_ăn không_ngon_ăn chán_khó ăn,"['không_ngon ăn', 'ăn không_ngon', 'ăn chán', 'khó ăn', 'bt ăn', 'chán ăn', 'ăn ốm', 'ăn tanh', 'ăn ng', 'chưa bóc']","['chưa ăn không biết ngon', 'chưa ăn không biết ngon', 'chưa ăn không biết ngon']"
27,376,2.1 Cảm quan hương vị,16.0,cao,27_dứa ngon_ngon ngon_nưa ngon_ngon hết,"['dứa ngon', 'ngon ngon', 'nưa ngon', 'ngon hết', 'ngon đậm', 'bún ngon', 'ngon bình', 'ngon mng', 'ngon vị', 'bảo ngon']","['mong kà ngon', 'giấm cái ngon', 'nho cungc ngon']"
33,332,2.1 Cảm quan hương vị,12.0,cao,33_ngủ hơn_ngủ ngon_ngủ cốc_uống xong,"['ngủ hơn', 'ngủ ngon', 'ngủ cốc', 'uống xong', 'đi ngủ', 'giúp ngủ', 'xong ngủ', 'uống vào', 'hơn uống', 'uống mất']","['uống vào ngủ ngon', 'uống vào cái ngủ ngon hơn', 'dễ ngủ ngon hơn']"
34,317,2.1 Cảm quan hương vị,11.0,cao,34_hộ ủng_hàng kỹ_vị ủng_mải,"['hộ ủng', 'hàng kỹ', 'vị ủng', 'mải', 'sẻ ủng', 'sẻ', 'kỹ ủng', 'hợp vị', '', '']","['ủng hộ shop', 'ủng hộ shop', 'ủng hộ shop']"
44,283,2.1 Cảm quan hương vị,6.0,trung bình,44_đường ăn_nhiều đường_ít đường_ăn đường,"['đường ăn', 'nhiều đường', 'ít đường', 'ăn đường', 'thêm đường', 'đường giảm', 'tiểu đường', 'ngọt đường', 'dùng bánh', 'bánh dành']","['mua mẹ bị tiểu đường ăn ổn', 'mua tiểu đường ăn', 'mua sản phẩm phù hợp ăn kiêng giảm lượng đường trong máu tắng đột biến']"
48,273,2.1 Cảm quan hương vị,27.0,cao,48_mè ngon_mè thơm_ngon_mè thơm_hạt mè,"['mè ngon', 'mè thơm_ngon', 'mè thơm', 'hạt mè', 'chấm mè', 'chè mè', 'maca ăn', 'muối mè', 'vị mè', 'mè ăn']","['ăn sốt mè rang ngon', 'ăn chấm sốt mè ngon', 'theo sốt mè rang ngon ăn cái']"
49,273,2.1 Cảm quan hương vị,18.0,cao,49_hương_vị chả_hương_vị ít_chất hương_vị_hương_vị xốp,"['hương_vị chả', 'hương_vị ít', 'chất hương_vị', 'hương_vị xốp', 'dụng hương_vị', 'dùng hương_vị', 'sao hương_vị', 'bít hương_vị', 'hôi hương_vị', 'thức hương_vị']","['hương_vị chưa uoonsg', 'hương_vị không vị chưa sử dụng', 'hương_vị không vị chưa sử dụng']"
51,268,2.1 Cảm quan hương vị,12.0,cao,51_nấu thử_nấu xem_nui nấu_biết nấu,"['nấu thử', 'nấu xem', 'nui nấu', 'biết nấu', 'để nấu', 'ăn nấu', 'nấu để', 'thể nấu', 'liền nấu', 'bé nấu']","['để nấu ăn thử xem sao', 'nấu thử ăn ngon', 'nấu thử ăn ngon']"
52,268,2.1 Cảm quan hương vị,11.0,cao,52_hàng hỗ_hàng vui_ưng giao_thơm làm,"['hàng hỗ', 'hàng vui', 'ưng giao', 'thơm làm', 'vẻ nhiệt', 'vẻ giao', 'tình bán', 'hàng quen', 'trợ nhiệt', 'chu đáo']","['giao hàng nhiệt tình', 'giao hàng nhiệt tình', 'giao hàng nhiệt tình']"
69,220,2.1 Cảm quan hương vị,14.0,cao,69_thơm dầu_dầu thơm_nhiều dầu_chai dầu,"['thơm dầu', 'dầu thơm', 'nhiều dầu', 'chai dầu', 'da dầu', 'xì dầu', 'ổn dầu', 'dầu gội', 'dầu mỡ', 'dầu hôi']","['tặng gói dầu gội 1 cọ tán xinh', 'nhận hàng sản phẩm dầu lạc mở ra mùi hy vọng chuẩn', 'hạt đổ dầu ăn không thơm ngon như những lần trước thất vọng']"
71,218,2.1 Cảm quan hương vị,5.0,thấp,71_ăn táo_táo bịch_điền táo_bằng táo,"['ăn táo', 'táo bịch', 'điền táo', 'bằng táo', 'táo ngọt', 'táo chưa', 'đợt táo', 'táo dùng', 'trái táo', 'táo đợt']","['táo khô ăn bị ngán chút', 'ăn táo không ngọt', 'ăn táo khô']"
74,211,2.1 Cảm quan hương vị,22.0,cao,74_hương_vị chả_hương_vị chưa_vị hương_vị_hương_vị vị,"['hương_vị chả', 'hương_vị chưa', 'vị hương_vị', 'hương_vị vị', 'ngon hương_vị', 'hương_vị biết', 'chả vị', 'vui hương_vị', 'biết ngon', 'chả']","['hương_vị không vị', 'hương_vị không vị', 'hương_vị không vị']"
76,208,2.1 Cảm quan hương vị,11.0,cao,76_bột rau_ăn rau_từ rau_các rau,"['bột rau', 'ăn rau', 'từ rau', 'các rau', 'vị rau', 'ăn mát', 'sắc ăn', 'ăn nui', 'ngũ sắc', 'ít ăn']","['nui rau củ ăn ngon hơn giao hàng nhanh', 'bún rau củ ăn ngon', 'bún rau củ ăn ngon']"
78,206,2.1 Cảm quan hương vị,6.0,trung bình,78_miệng vui_nhai vui_miệng ăn_càng nhai,"['miệng vui', 'nhai vui', 'miệng ăn', 'càng nhai', 'ngon nhai', 'ăn miệng', 'miệng bánh', 'nhai giòn', 'nhai phải', 'trong miệng']","['ăn giòn tan trong miệng vui', 'hìnhh ảnhh chỉ mangg tínhh nhậnn xu nhưngg hàngg dùngg rấtt chất lượng đáng muaa nhaa', 'hìnhh ảnhh chỉ mangg tínhh nhậnn xu nhưngg hàngg dùngg rấtt chất lượng đáng muaa nhaa']"
83,190,2.1 Cảm quan hương vị,11.0,cao,83_biển giòn_nước biển_sea_biển mặn,"['biển giòn', 'nước biển', 'sea', 'biển mặn', 'cảng', 'bờ biển', 'biển nước', 'thuyền', 'biển rong', 'biển ít']","['rủi ro chuyển sang mua từ hàng giao tàu cảng đi', 'việt nam áp dụng loại đường cơ sở nào để tính chiều rộng lãnh hải', 'quảng ninh hải phòng thái nguyên bắc hà nội thanh hóa nghệ an đà nẵng bình dương đắk lắk hồ chí minh hotline']"
86,188,2.1 Cảm quan hương vị,17.0,cao,86_mua sữa_nấu sữa_làm sữa_sữa giao,"['mua sữa', 'nấu sữa', 'làm sữa', 'sữa giao', 'xay sữa', 'cùng sữa', 'sữa hạt', 'nhiều sữa', 'sữa ngon', 'liệu sữa']","['mua về để nấu sữa hạt', 'mua về để nấu sữa hạt', 'mua về để nấu sữa hạt uống ngon']"
93,180,2.1 Cảm quan hương vị,13.0,cao,93_thịt ngon_thịt tươi_thịt ăn_ngon thịt,"['thịt ngon', 'thịt tươi', 'thịt ăn', 'ngon thịt', 'thịt dày', 'thịt vui', 'nhiều thịt', 'ăn thịt', 'thịt nạc', 'thịt hơn']","['thịt dẻo vui ẻo ngon ăn rât ổn tuy nhỏ', 'thịt dẻo vui ẻo mua 1 lần ăn ổn', 'thịt mềm dẻo ngọt ăn ngon']"
95,180,2.1 Cảm quan hương vị,9.0,trung bình,95_kèm kẹo_tặng kẹo_thêm kẹo_gói kẹo,"['kèm kẹo', 'tặng kẹo', 'thêm kẹo', 'gói kẹo', 'kẹo ngon', 'kẹo nhân', 'kẹo tặng', 'viên kẹo', 'kẹo ngọt', 'chiếc kẹo']","['gói hàng ổn tặng kèm kẹo dễ thương giao tận tình', 'tặng thêm cục kẹo ngon hehe ổn mua đi', 'tặng thêm cục kẹo ngon hehe ổn mua đi']"
114,162,2.1 Cảm quan hương vị,18.0,cao,114_trà ngon_trà tốt_uống trà_cảm trà,"['trà ngon', 'trà tốt', 'uống trà', 'cảm trà', 'vị trà', 'thể trà', 'trà tự', 'trà nào', 'làm trà', 'lượng trà']","['pha trà uống ngon', 'trà uống thơm ngon ngọt dễ_uống', 'chất lượng trà tốt uống thay thế nước hàng ngày ngon']"
115,160,2.1 Cảm quan hương vị,21.0,cao,115_mè đen_đen mè_hạt mè_vị mè,"['mè đen', 'đen mè', 'hạt mè', 'vị mè', 'mùi mè', 'chè mè', 'đen ăn', 'bột mè', 'đen ngon', 'mè nhuộm']","['bánh vị mè đen ăn ổn', 'lần đầu tiên mua tưởng không_ngon dè ngon không ba vị mè đen nhất nào hết', 'lần mua thêm vị mè đen ăn thay đổi']"
121,158,2.1 Cảm quan hương vị,5.0,thấp,121_tủ lạnh_mát ăn_lạnh mua_để tủ,"['tủ lạnh', 'mát ăn', 'lạnh mua', 'để tủ', 'lạnh ngon', 'mát trong', 'lạnh ăn', 'ăn dần', 'mát pha', 'vào tủ']","['để tủ lạnh ăn sệt ngon', 'để tủ lạnh ăn', 'để tủ lạnh ăn ngon']"
125,155,2.1 Cảm quan hương vị,19.0,cao,125_tỏi thơm_bột tỏi_tỏi tươi_bơ tỏi,"['tỏi thơm', 'bột tỏi', 'tỏi tươi', 'bơ tỏi', 'tỏi', 'hành tỏi', 'tỏi băm', 'thơm bột', 'tỏi phi', 'mùi bột']","['bột tỏi thơm', 'mùi bột tỏi thơm tự nhiên phù hợp nhiều món ăn', 'hương_vị bột tỏi thơm']"
129,154,2.1 Cảm quan hương vị,16.0,cao,129_hơn ngon_hơn tốt_tốt hơn_đỡ hơn,"['hơn ngon', 'hơn tốt', 'tốt hơn', 'đỡ hơn', 'thích hơn', 'bé hơn', 'vị hơn', 'hơn thích', 'hơn bé', 'ổn hơn']","['ngon hơn mong đơij', 'ngon hơn loại không vỏ', 'ngon hơn gghjhfdssdfghhjncfnhhvvchhjmjnvgvvbhjbbh']"
132,151,2.1 Cảm quan hương vị,5.0,thấp,132_ghé thăm_hộ hoài_nếu hàng_ghé qua,"['ghé thăm', 'hộ hoài', 'nếu hàng', 'ghé qua', 'họi tiếp', 'hộ nhìu', 'hộ sau', 'ngon đi', 'sau thử', 'định tiếp']","['uống ngon lần sau ủng hộ shop tiếp', 'uống ngon lần sau ủng hộ shop tiếp', 'nếu ngon lần sau tiếp tục ủng hộ shop']"
133,150,2.1 Cảm quan hương vị,14.0,cao,133_mua nấu_nấu mua_để nấu_lấy nấu,"['mua nấu', 'nấu mua', 'để nấu', 'lấy nấu', 'về nấu', 'nấu đồ', 'phẩm nấu', 'lần nấu', 'nấu uống', 'việc nấu']","['mua về để nấu bé ăn', 'mua về để nấu bé ăn', 'mua về nấu ăn ngon']"
137,144,2.1 Cảm quan hương vị,16.0,cao,137_bánh ăn_nào bánh_ngon bánh_bánh gạp,"['bánh ăn', 'nào bánh', 'ngon bánh', 'bánh gạp', 'giòn bánh', 'ngon vị', 'ngon lăm', 'ngon dịch', 'ngon tiện', 'ngon giòn']","['bánh ăn ngon', 'bánh ăn ngon', 'bánh ăn ngon']"
143,140,2.1 Cảm quan hương vị,12.0,cao,143_trà nhạt_trà chưa_nào trà_thử trà,"['trà nhạt', 'trà chưa', 'nào trà', 'thử trà', 'trà chắc', 'uống trà', 'vị trà', 'gì trà', 'trà thơm_nhẹ', 'trà nào']","['chưa biết chất lượng vị trà ntn quay lại phản hồi sau sử dụng', 'trà thơm mùi vị chưa uống', 'trà diếp cá rau má thơm dễ_uống vị ngọt nhẹ chưa biết như nào uống thử xem sao he']"
145,137,2.1 Cảm quan hương vị,49.0,cao,145_ngọt hương_vị_nhàng hương_vị_nhẹ hương_vị_hương_vị thơm_nhẹ,"['ngọt hương_vị', 'nhàng hương_vị', 'nhẹ hương_vị', 'hương_vị thơm_nhẹ', 'nhẹ hương', 'chút hương_vị', 'hương_vị thơm_ngon', 'hương_vị mặn', 'hương_vị vị', 'phải hương_vị']","['hương_vị vị ngọt nhẹ', 'hương_vị vị ngọt nhẹ', 'hương_vị vị ngọt nhẹ']"
146,136,2.1 Cảm quan hương vị,11.0,cao,146_thực vật_loài hoa_hoa thơm_các hoa,"['thực vật', 'loài hoa', 'hoa thơm', 'các hoa', 'cúc hoa', 'nở hoa', 'bông hoa', 'hoa nở', 'hoa trong', 'cùng hoa']","['hồng hay hường tên gọi chung các loài thực vật hoa dạng cây bụi hoặc leo lâu năm thuộc chi rosa', 'hồng hay hường tên gọi chung các loài thực vật hoa dạng cây bụi hoặc leo lâu năm thuộc chi rosa', 'hồng hay hường tên gọi chung các loài thực vật hoa dạng cây bụi hoặc leo lâu năm thuộc chi rosa']"
158,126,2.1 Cảm quan hương vị,18.0,cao,158_hương_vị chưa_biết hương_vị_vi hương_vị_vi,"['hương_vị chưa', 'biết hương_vị', 'vi hương_vị', 'vi', '', '', '', '', '', '']","['hương_vị chưa biết', 'hương_vị chưa biết được', 'hương_vị chưa biết']"
173,120,2.1 Cảm quan hương vị,12.0,cao,173_phẩm ngon_ngon sản_phẩm tươi_tươi ngon,"['phẩm ngon', 'ngon sản', 'phẩm tươi', 'tươi ngon', 'tươi', 'ngon dai', 'cùng sản', 'fresh', 'vô', 'vô cùng']","['sản phẩm ngon', 'sản phẩm ngon', 'sản phẩm ngon']"
181,117,2.1 Cảm quan hương vị,23.0,cao,181_thơm_ngon bột_bột để_bột thơm_thơm bột,"['thơm_ngon bột', 'bột để', 'bột thơm', 'thơm bột', 'dụng bột', 'thành bột', 'bột ướp', 'bột hành', 'ngon bột', 'các bột']","['sử dụng như một gia vị trong các món lẩu', 'sử dụng như một gia vị trong các món lẩu', 'sử dụng như một gia vị trong các món lẩu']"
187,115,2.1 Cảm quan hương vị,12.0,cao,187_ngon rong_rong ngon_ngon giòn_nho ngon,"['ngon rong', 'rong ngon', 'ngon giòn', 'nho ngon', 'giòn ngon', 'ngonn', 'ngon lăm', 'ngon dữ', 'ngon lém', 'tươi ngon']","['rong nho ngon', 'rong nho ngon', 'rong nho ngon']"
197,110,2.1 Cảm quan hương vị,28.0,cao,197_cỏ ngọt_ít cỏ_vị cỏ_ngọt cỏ,"['cỏ ngọt', 'ít cỏ', 'vị cỏ', 'ngọt cỏ', 'cây cỏ', 'cỏ', 'do cỏ', 'từ cỏ', 'cỏ máu', 'mùi cỏ']","['uống vị cỏ ngọt nhẹ', 'vị cỏ ngọt không quen', 'vị cỏ ngọt']"
216,106,2.1 Cảm quan hương vị,17.0,cao,216_hạt macca_macca ăn_macca ngon_thử macca,"['hạt macca', 'macca ăn', 'macca ngon', 'thử macca', 'macca to', 'macca', 'ngọt giòn', 'ngọt hạt', 'ăn chất', 'maca']","['hạt macca ngon', 'hạt macca ngon shop', 'hạt macca ăn giòn ngon']"
230,103,2.1 Cảm quan hương vị,12.0,cao,230_chó_thú cưng_chó hạt_óc chó,"['chó', 'thú cưng', 'chó hạt', 'óc chó', 'động vật', 'pơ', 'síp pơ', 'hạt óc', 'tí hạt', 'ăn rùi']","['hạt óc chó', 'hạt óc chó ăn ổn', 'hạt óc chó ăn ngon']"
236,100,2.1 Cảm quan hương vị,17.0,cao,236_bánh tốt_bánh thơm_bánh dày_bánh tráng,"['bánh tốt', 'bánh thơm', 'bánh dày', 'bánh tráng', 'trưng bánh', 'miếng bánh', 'bánh nhiều', 'chiếc bánh', 'yummy', 'bánh thơm_ngon']","['bánh ăn ngon chất lượng', 'bánh ăn ngon thơm', 'bánh thơm ăn ngon']"
245,98,2.1 Cảm quan hương vị,12.0,cao,245_dài chắc_chắn_dài ngon_dàu dài_dài thích,"['dài chắc_chắn', 'dài ngon', 'dàu dài', 'dài thích', 'lâu ủng', 'dài để', 'dài nếu', 'dài ổn', 'nui dài', 'hộ lâu']","['ngon ủng hộ lâu dài', 'nếu ngon ủng hộ lâu dài', 'nếu ngon ủng hộ lâu dài']"
248,98,2.1 Cảm quan hương vị,12.0,cao,248_đen hạt_hạt đen_đen thơm_đen luộc,"['đen hạt', 'hạt đen', 'đen thơm', 'đen luộc', 'đen chứa', 'đen nhỏ', 'nhiều đen', 'đen nhiều', 'tím đen', 'đen giống']","['lẫn nhiều hạt nhỏ màu đen', 'sau lisa blackpink lộ ảnh dùng cushion guerlain cháy hàng rần', 'sau lisa blackpink lộ ảnh dùng cushion guerlain cháy hàng rần']"
251,97,2.1 Cảm quan hương vị,7.0,trung bình,251_ít bánh_bánh gì_bánh chưa_bánh ít,"['ít bánh', 'bánh gì', 'bánh chưa', 'bánh ít', 'ăn bánh', 'bánh ngọt', 'nào bánh', 'mấy bánh', 'trưng bánh', 'bánh nhạt']","['bánh ăn ngon không bị ngọt gắt hay ngán', 'bánh ăn ngon giòn không ngọt', 'bánh ăn ngon vị không ngọt']"
266,95,2.1 Cảm quan hương vị,14.0,cao,266_rat ngon_rat đẹp_rat tốt_rat thom,"['rat ngon', 'rat đẹp', 'rat tốt', 'rat thom', 'minh rat', 'rat nhieu', 'rat ổn', 'goi rat', 'rat thích', 'chuột']","['hương_vị rat ngon', 'mua nhiều lần shop su dụng rat ổn san pham chinh chu hạt chia ngon va yến mạch mgon luon', 'mua nhiều lần shop su dụng rat ổn san pham chinh chu hạt chia ngon va yến mạch mgon luon']"
